bitrix24_partner_number,title,site,phone,email,logo_url,detail_page_url,zone,scraped_at
10983428,Sibcode,https://sibcode.team,"+7 (3822) 70-24-54",hi@sibcode.team,https://www.1c-bitrix.ru/upload/iblock/f69/47b7fyfjuwwjxmf6wscgjpusuhrgeu8q/SIBCODE2.png,/partners/partner/10983428/,ru,2026-06-23T16:06:12+00:00
13101604,АйТи-Сети,https://it-seti.ru,"+7 (343) 243-57-63",info@it-seti.ru,https://www.1c-bitrix.ru/upload/iblock/337/dthdwqle685sw24df7ae5xu9zw1q1dpk/logo.png,/partners/partner/13101604/,ru,2026-06-23T16:06:15+00:00
397380,"Лунный Город",https://lungorod.ru,+7(495)477-53-36,sales@lungorod.ru,https://www.1c-bitrix.ru/upload/iblock/86f/dr7revpw0ktav610iv317jdz3d3bnjan/lg-logo-2020-transparent_B24.png,/partners/partner/397380/,ru,2026-06-23T16:06:17+00:00
1158884,Текарт,http://techart.ru,"(495) 790-7591",info@techart.ru,https://www.1c-bitrix.ru/upload/iblock/ad8/techart_bitrix.jpg,/partners/partner/1158884/,ru,2026-06-23T16:06:20+00:00
8322615,ITC-R,http://itc-r.ru,+79009051414,info@itc-r.ru,https://www.1c-bitrix.ru/upload/iblock/a16/logo_i.png,/partners/partner/8322615/,ru,2026-06-23T16:06:23+00:00
11888570,Франклин,https://franklin-crm.ru,89266954751,vollarron@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/996/w0soxzigrj2zf7o3cyizpzvrksx2nss1/лого Франклин прозрачный.png",/partners/partner/11888570/,ru,2026-06-23T16:06:26+00:00
10968180,Интех-Софт,"https:// intechsoft-horeka.bitrix24site.ru","+7 (8722) 61-00-31",zamir_k@intechsoft.ru,https://www.1c-bitrix.ru/upload/iblock/222/fhlzg0a3xop377xh86lqttr6g39w480q/logo_2022is.png,/partners/partner/10968180/,ru,2026-06-23T16:06:28+00:00
1415173,WebDevise,https://webdevise.ru/,"+7 927 7593661",info@webdevise.ru,"https://www.1c-bitrix.ru/upload/iblock/afc/Frame 1.png",/partners/partner/1415173/,ru,2026-06-23T16:06:30+00:00
23385502,"WOW HR",https://нанимаю.рф,+79098221752,smit.khv@gmail.com,https://www.1c-bitrix.ru/upload/iblock/f07/bjqcwr7m3hm60nlx2xz1k9p44qdwbyau/1675948627_papik-pro-p-lampochka-kartinka-risunok-39-2.png,/partners/partner/23385502/,ru,2026-06-23T16:06:33+00:00
420288,Blackbutterfly,https://blackbutterfly.ru,+7920-3-51-57-58,support@blackbutterfly.ru,https://www.1c-bitrix.ru/upload/iblock/e36/1mc0n2gh6v883tpifpbcb4ohyjmcdxq7/Безымянный9999[1].png,/partners/partner/420288/,ru,2026-06-23T16:06:35+00:00
5685975,"КИТ Консалтинг",https://www.kit-consulting.ru,"+7(495)133 39 16",info@kit-consulting.ru,https://www.1c-bitrix.ru/upload/iblock/85c/Logo_kit_300.png,/partners/partner/5685975/,ru,2026-06-23T16:06:38+00:00
12493272,"Stone Technologies",https://stone-technologies.ru/,+74993502525,info@stone-technologies.ru,https://www.1c-bitrix.ru/upload/iblock/935/5bgg6sh7ekousv1a0toa7fq9ori6zga8/Screenshot_10.jpg,/partners/partner/12493272/,ru,2026-06-23T16:06:42+00:00
22120446,Биржин,https://birjin.com/,"+7 (495) 741-91-10",evgeniy.biryukov@birjin.com,https://www.1c-bitrix.ru/upload/iblock/ccc/lzv24inkdv7zwqocmrzm2ct4x0i4y7a7/orig.jpg,/partners/partner/22120446/,ru,2026-06-23T16:06:45+00:00
400234,Айкон,https://www.iconweb.ru,"+7 (383) 292-50-77",info@iconweb.ru,"https://www.1c-bitrix.ru/upload/iblock/caf/Icon logo300x300.png",/partners/partner/400234/,ru,2026-06-23T16:06:47+00:00
18812708,"Terrawol Systems",https://terrawol.ru,+7499325351,hello@terrawol.ru,"https://www.1c-bitrix.ru/upload/iblock/274/ob9qgp5npxlglea1yglin9pno9r58q2p/TERRAWOL SYSTEMS LOGO.png",/partners/partner/18812708/,ru,2026-06-23T16:06:49+00:00
10889954,OBPM,https://obpm.ru,+7(926)868-18-16,hello@obpm.ru,https://www.1c-bitrix.ru/upload/iblock/37c/i1n33e3p6ot0zwt4ruc49dhzpukxb6h5/logo173.png,/partners/partner/10889954/,ru,2026-06-23T16:06:52+00:00
11470222,Ridis,https://ridis.ru,"+7 831 214-14-90",info@ridis.ru,"https://www.1c-bitrix.ru/upload/iblock/a52/ttjsj9gf40w26uh8k57a3qq0x3q3x5il/logo-dark 1.png",/partners/partner/11470222/,ru,2026-06-23T16:06:54+00:00
22698534,DOCTOR-V-IT,https://b24.doctor-v-it.ru/,+79770030373,doctorzlo@admin05.ru,"https://www.1c-bitrix.ru/upload/iblock/221/rvnvg8zhxvxi092rhhx72he2zwgdu30e/Без имени.png",/partners/partner/22698534/,ru,2026-06-23T16:06:57+00:00
80017,WEBROVER,https://webrover.ru,"+7 (846) 246-23-51",bitrix24@webrover.ru,"https://www.1c-bitrix.ru/upload/iblock/d11/WBR logo 174.png",/partners/partner/80017/,ru,2026-06-23T16:06:59+00:00
132652,АСТОНИА,https://www.astoni.ru/,+74959982564,info@astonia.ru,https://www.1c-bitrix.ru/upload/iblock/3be/logo_astonia_200kh200.jpg,/partners/partner/132652/,ru,2026-06-23T16:07:02+00:00
14195840,Технолаб,https://24tl.ru,,info@24tl.ru,https://www.1c-bitrix.ru/upload/iblock/16a/v41ipoqex4o1yklpyedcnnf6ce5qxitc/120x40.png,/partners/partner/14195840/,ru,2026-06-23T16:07:04+00:00
12754074,BuyHunter,http://automation.buyhunter.ru/,+79233504040,alex.petrov@buyhunter.ru,https://www.1c-bitrix.ru/upload/iblock/6e9/vg3qlvh2zelnrv282t3ot19adzkdl7df/logo.svg,/partners/partner/12754074/,ru,2026-06-23T16:07:06+00:00
24150880,Justcrm,https://justcrm24.ru,"+7 980 932 06 24",hello@justcrm24.ru,https://www.1c-bitrix.ru/upload/iblock/06b/6h9n7cb74fbw42p9msclnizvdgpmfgf7/justcrm-logo.png,/partners/partner/24150880/,ru,2026-06-23T16:07:09+00:00
244392,1GT.IT,https://1gt.it/,"+7 383 383 8004",info@1gt.it,https://www.1c-bitrix.ru/upload/iblock/329/1c-b-logo.png,/partners/partner/244392/,ru,2026-06-23T16:07:13+00:00
8744211,Grechka,https://grechka.studio,+79307117110,ede@deremin.ru,"https://www.1c-bitrix.ru/upload/iblock/59d/yen41m64a2op0xindtqc1hgbex43mobr/image_2024-12-23_12-28-37 (1).jpg",/partners/partner/8744211/,ru,2026-06-23T16:07:16+00:00
17411352,Трип-Адванс,https://tasolution.ru/,"+7 861 213-23-13",support@tripadvance.ru,"https://www.1c-bitrix.ru/upload/iblock/9ae/5cbx49lzjgqja12ct5j5t8tbniy4a4md/Logo Tripadvance.png",/partners/partner/17411352/,ru,2026-06-23T16:07:18+00:00
1301227,ARLIX,https://arlix.agency/ru/,+79163400966,hello@arlix.agency,https://www.1c-bitrix.ru/upload/iblock/9c8/gbcjchpyx5cqj88ghtbipudl79cn3dhp/Logo.png,/partners/partner/1301227/,ru,2026-06-23T16:07:21+00:00
24958788,ЭРГОХАУС-С,https://xn--80af7agilm4d.xn--p1ai/,+79210533471,ns-consult@bk.ru,https://www.1c-bitrix.ru/upload/iblock/e16/o9gre2itn688p0gaspbmwrdiqqo5u0pq/уууууу.jpg,/partners/partner/24958788/,ru,2026-06-23T16:07:23+00:00
101716,КИТ-Групп,https://kit-gr.ru/,"+ 7 812 309-28-85",hello@kit-gr.ru,https://www.1c-bitrix.ru/upload/iblock/006/6wlws3z1k8jn41bzswhfdefrk5drxsgs/kit_logo.png,/partners/partner/101716/,ru,2026-06-23T16:07:25+00:00
5432199,"Аспект 24",https://aspect24.pro/b24/,+73478635000,a24@a24m.ru,"https://www.1c-bitrix.ru/upload/iblock/be8/epuc9k8cmy3vd8qd0b98k5nzla5oljsa/Лого Аспект 24 Маленькое.png",/partners/partner/5432199/,ru,2026-06-23T16:07:28+00:00
6441299,"Сервис ТВ-Инфо",https://iv-it.ru,"+7 (963)152-95-06,8(4932)59-19-00; 8(4932)93-07-07,89621556498",sale@stv.indi.ru,https://www.1c-bitrix.ru/upload/iblock/eab/logotipstv.png,/partners/partner/6441299/,ru,2026-06-23T16:07:30+00:00
11124600,Godbit,https://godbit.ru/,8(918)347-00-47,Malishevskiysi@gmail.com,"https://www.1c-bitrix.ru/upload/iblock/d46/logo (2).png",/partners/partner/11124600/,ru,2026-06-23T16:07:32+00:00
12769096,Апрель,https://april-bit.ru/,+79620027991,savchuckvadim@gmail.com,"https://www.1c-bitrix.ru/upload/iblock/5ca/h4niebyhp05e82m0wj7a882u0ltnrqbj/Апрель - for bitrix.png",/partners/partner/12769096/,ru,2026-06-23T16:07:35+00:00
20426978,ПроТехСРМ,https://протехсрм.рф,+79954680500,protechcrm@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/a2e/u35fihlotvqc8l4u7b616dh668e6pua5/правильное лого на сайт для кабинета Битрикс.png",/partners/partner/20426978/,ru,2026-06-23T16:07:37+00:00
22316,"Global Arts",https://global-arts.ru/,"+7 (495) 648-09-50",info@global-arts.ru,https://www.1c-bitrix.ru/upload/iblock/cdc/logo-175x135.jpg,/partners/partner/22316/,ru,2026-06-23T16:07:39+00:00
13262040,"Альянс Регистраторов",https://nsr.expert/,+79688625213,rf.salavat@ya.ru,"https://www.1c-bitrix.ru/upload/iblock/f8f/52kob0258jyd3cgwe110cl4lu8sdraro/c1de6ff4-41d1-4f67-afaf-e178d0606471 — копия.jpg",/partners/partner/13262040/,ru,2026-06-23T16:07:44+00:00
7087361,СИРИУС,https://siriuspro.ru,"+7 (3452) 500-933",helpdesk@siriuspro.ru,"https://www.1c-bitrix.ru/upload/iblock/7e9/tyj3wks0np46qaat8gu7e6am8xi8quhk/Лого2 mini.png",/partners/partner/7087361/,ru,2026-06-23T16:07:47+00:00
16374440,UpGradd,https://upgradd.bitrix24site.ru/,89885372247,expertivanovaelena@yandex.ru,https://www.1c-bitrix.ru/upload/iblock/756/uthdlw8n855bdihoosydbne1c8vttt25/ффф.jpg,/partners/partner/16374440/,ru,2026-06-23T16:07:49+00:00
10475018,YogurtStudio,https://yogurtstudio.ru/,"+7 993 963 9969",hello@yogurtstudio.ru,"https://www.1c-bitrix.ru/upload/iblock/911/303k82yuuw2h5icarbgb9lvrztq0vvhn/Вертикальный, красный, белый (1).png",/partners/partner/10475018/,ru,2026-06-23T16:07:51+00:00
5184689,"Автоматизация бизнеса",https://rb-vershina.ru/b24,+79961070919,vector-offical@yandex.ru,https://www.1c-bitrix.ru/upload/iblock/6b2/glhlq6fusu03asfy2kjo0ghptz6si1ab/3b9d6f0de76c7329f5a8b39e7aecf403.png,/partners/partner/5184689/,ru,2026-06-23T16:07:54+00:00
8210017,Finetune,https://finetune.agency/,"+7 (999) 039-96-00",finetune.agency@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/18f/8wm9bi3h72a523svc30x7sqsedwlp3qt/Logo_Finetune — копия.png",/partners/partner/8210017/,ru,2026-06-23T16:07:56+00:00
19734252,БАРИО,https://bario24.ru,+79202520551,info@bario24.ru,"https://www.1c-bitrix.ru/upload/iblock/7b5/m50fh9phyzyy4u634x1l0z34zikb131x/logoza.ru_pixian_ai (3).png",/partners/partner/19734252/,ru,2026-06-23T16:07:58+00:00
26421078,EL.CRM,https://el-crm.bitrix24site.ru/,"+7 343 247-20-23",vlad.b.0595@mail.ru,https://www.1c-bitrix.ru/upload/iblock/18f/q83mwxtlipjctb84ekbeydo159v3x85t/ЛОГОТИП.jpg,/partners/partner/26421078/,ru,2026-06-23T16:08:01+00:00
14156966,Веб24,https://www.b2di.ru,+79605885860,GlebBYR+ru@gmail.com,https://www.1c-bitrix.ru/upload/iblock/e42/mgluo675adnac1nuq12ceqz7swzwxzk7/logo-veb.png,/partners/partner/14156966/,ru,2026-06-23T16:08:03+00:00
23527686,"Культура 101",https://kultura101.ru/,+7(900)-155-45-85,info@kultura101.ru,"https://www.1c-bitrix.ru/upload/iblock/b42/r3hloz6mppgio94b8z12e6mh9prnvmnu/Без имени-1.png",/partners/partner/23527686/,ru,2026-06-23T16:08:05+00:00
32097,"Компания Айхэд",https://www.ihead.ru,88005506696,info@ihead.ru,https://www.1c-bitrix.ru/upload/iblock/bbd/ih80.gif,/partners/partner/32097/,ru,2026-06-23T16:08:08+00:00
22306872,Sukhoi-consulting,https://sukhoi-consulting.ru,+79035984768,consulting@sukhoi-anton.ru,"https://www.1c-bitrix.ru/upload/iblock/d07/lawahi2ffd0i2e93cjo746wmd65hndj8/SC белый.jpg",/partners/partner/22306872/,ru,2026-06-23T16:08:10+00:00
124106,Solo-it,https://solo-it.ru,"+7 967 555 01 03",sale@vletivaiti.ru,https://www.1c-bitrix.ru/upload/iblock/803/LOGO_INTERLINEAR_RED_RGB3.png,/partners/partner/124106/,ru,2026-06-23T16:08:15+00:00
20848056,AMIT,https://amit-company.com/,,zaiavka@amit-company.com,https://www.1c-bitrix.ru/upload/iblock/071/gyho7izrhwuz5udnwu84znup9gwxljbx/bitrix.png,/partners/partner/20848056/,ru,2026-06-23T16:08:17+00:00
22123656,"ИТ СЭНДВИЧ",https://it-sandwich.com/,+78122408600,info@it-sandwich.com,"https://www.1c-bitrix.ru/upload/iblock/ff4/tfrrp4rc7bwxfridncd5s57q2jwx6h1c/photo_2026-02-28 23.09.09.jpeg",/partners/partner/22123656/,ru,2026-06-23T16:08:20+00:00
15835978,Бизон,https://biizon.ru,+79612400424,eremenko.it@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/668/h6do6epiycn6whcd5luhfke02eac22bu/Без имени-1.png",/partners/partner/15835978/,ru,2026-06-23T16:08:22+00:00
19344100,ЧипСофт,https://chipsoft.pro,"7 388-22 470-68",mail@chipsoft.pro,"https://www.1c-bitrix.ru/upload/iblock/2af/q17hi831ao6rghillibi9ftbe01e0397/логотип чипсофт175.png",/partners/partner/19344100/,ru,2026-06-23T16:08:25+00:00
7488373,ИТ-Комфорт,https://it-komfort.ru/crmrf,+79120611261,info@it-komfort.ru,https://www.1c-bitrix.ru/upload/iblock/e46/384sv228z3y2lchu821ego9ra2hr2m8d/logo2_1-100.jpg,/partners/partner/7488373/,ru,2026-06-23T16:08:27+00:00
7922189,"Law Business Group",https://law-group.biz,"8 499 350 61 62",Info@qb24.ru,"https://www.1c-bitrix.ru/upload/iblock/049/Лого. Круглый — копия.png",/partners/partner/7922189/,ru,2026-06-23T16:08:30+00:00
10249582,Бизнес-Архитектор,https://busarch.ru/,84951501463,tech@busarch.ru,https://www.1c-bitrix.ru/upload/iblock/070/jrk78z032u6s1z1dx8hrn3c94dwvzl2n/favikon_Business-Architect.png,/partners/partner/10249582/,ru,2026-06-23T16:08:32+00:00
1160907,НаборИнфо,https://naborinfo.ru/,88005512181,vopros@naborinfo.ru,"https://www.1c-bitrix.ru/upload/iblock/dab/mjl0dd370i6ikcl1kt2309hlhn6a38m6/Лого NaborInfo 1350.png",/partners/partner/1160907/,ru,2026-06-23T16:08:34+00:00
6705895,"AR Solutions",http://ar-solution.ru,"+7 (916) 479 1572",info@webintegrity.ru,https://www.1c-bitrix.ru/upload/iblock/5db/r3506jx08nclhom78595yos5vf1v1rmr/ARSolutions.png,/partners/partner/6705895/,ru,2026-06-23T16:08:37+00:00
19100970,Мегафрейм,https://мегафрейм.рф,"+7 (831) 262-17-07",info@ms52.ru,https://www.1c-bitrix.ru/upload/iblock/24d/xo4r7553n3ufioxjrv92yfozdk94l0do/Лог_batcheditor_fotor.png,/partners/partner/19100970/,ru,2026-06-23T16:08:39+00:00
11974160,"Ингион Консалтинг",https://ingion.ru,"+7 964 650-66-55, +7 3952 90-66-55",info@ingion.ru,"https://www.1c-bitrix.ru/upload/iblock/eef/Лого, название, слоган.png",/partners/partner/11974160/,ru,2026-06-23T16:08:42+00:00
25698234,Асист-ПРО,https://asyst-pro.ru,8(495)795-87-44,info@asyst-pro.ru,https://www.1c-bitrix.ru/upload/iblock/cba/n438j343mrrlmfxlipkhtnqh15yu470m/logo168b.png,/partners/partner/25698234/,ru,2026-06-23T16:08:47+00:00
1330300,"Элементарное решение",https://ergro.ru,"+7 (495) 374 88 79",mail@ergro.ru,https://www.1c-bitrix.ru/upload/iblock/71c/66rmkwuv49tahkf113eer1tpqfs5myq6/Логотип.png,/partners/partner/1330300/,ru,2026-06-23T16:08:50+00:00
8689077,"Simple Look",https://simplelook.ru/,"+7 927 260 56 95",eupu@yandex.ru,https://www.1c-bitrix.ru/upload/iblock/df0/asl72wydaqdqok3llh4ge5ty5fk2p3vm/logo_SL.jpg,/partners/partner/8689077/,ru,2026-06-23T16:08:52+00:00
15467786,"General iT",https://g-i-t.ru/,"+7 (499) 404-00-53",general-i-t@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/256/zku75fbawr5crktee9pon8untpw4zrwb/Frame 75.png",/partners/partner/15467786/,ru,2026-06-23T16:08:54+00:00
23155768,СинФло,https://synergyflow.ru,"+7 993 748-38-85",info@synergyflow.ru,"https://www.1c-bitrix.ru/upload/iblock/3d4/ulrzgn3nbjxtkci0swvb4bidz18xz808/ChatGPT Image 16 февр. 2026 г., 14_32_47.png",/partners/partner/23155768/,ru,2026-06-23T16:08:57+00:00
6391677,АдминОнлайн,https://adminonline.bitrix24site.ru,+79033140012,B24.amocrm@ya.ru,"https://www.1c-bitrix.ru/upload/iblock/eb7/4p1k60n1u136h3tmz2daqn2o0em7esff/логотип для сайта Б24.jpg",/partners/partner/6391677/,ru,2026-06-23T16:08:59+00:00
13623480,LIFORIN,https://liforin.ru,+79156148645,Liforin@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/843/luc3vy930j5qsfs9kaqi3ofrfvl9yy85/photo_2022-01-09_19-03-46 (3).png",/partners/partner/13623480/,ru,2026-06-23T16:09:01+00:00
9131191,"Global Web",https://globalweb.pro/?utm_source=bitrix24,"+7 (343) 300-97-99",info@globalweb.pro,https://www.1c-bitrix.ru/upload/iblock/e7e/Logo_GlobalWeb.png,/partners/partner/9131191/,ru,2026-06-23T16:09:04+00:00
13096428,44labs.ru,https://44labs.ru,+79112400996,s44video@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/139/c2skpbm73hzd7non8sij3zdceed3cyiq/44 labs_тень_RGB_PNG (2).png",/partners/partner/13096428/,ru,2026-06-23T16:09:06+00:00
15966256,NitroCRM,https://nitrocrm.ru,+74951804275,welcome@nitrocrm.ru,https://www.1c-bitrix.ru/upload/iblock/935/ftl4ppqr2deoy94rqb26ezkgdqs18w96/NitroCRM-logos.png,/partners/partner/15966256/,ru,2026-06-23T16:09:08+00:00
15643170,HRExperts,https://hr-solution.ru/,+7(345)228-33-71,dk@hrexperts.ru,"https://www.1c-bitrix.ru/upload/iblock/e45/ho0rxe0rshapha57bdb5w94l3g8qkmiv/Для битрикс.jpg",/partners/partner/15643170/,ru,2026-06-23T16:09:11+00:00
17323410,"ПиК Эффективности",https://пикэффективности.рф/,+79171387057,Valery.Kopytin.TOG@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/dbd/jahq7q62kjrf8fnb6fzgatouvyz05048/ПИК эффективности_чёрный.jpg",/partners/partner/17323410/,ru,2026-06-23T16:09:13+00:00
27096418,"Sander Business Systems",http://sander-systems.pro,"+7 (938) 414-33-55",info@sander-systems.pro,https://www.1c-bitrix.ru/upload/iblock/ae6/drk21hjdcycsgbrng0y1sphgn1mji2xh/sbs_partner_175x135_light.png,/partners/partner/27096418/,ru,2026-06-23T16:09:18+00:00
9013861,"Ledoffsky Аgency",https://ledoffsky.agency,89042623459,sales@ledoffsky.agency,"https://www.1c-bitrix.ru/upload/iblock/729/8jhrorq70pjj1mt1c7zr0s6mgkefee7p/Ledoffsky-agency 1.png",/partners/partner/9013861/,ru,2026-06-23T16:09:20+00:00
21890930,ЭНДПОИНТ,https://end-point.ru/,8(8412)25-22-15,endpoint@gkyw.ru,"https://www.1c-bitrix.ru/upload/iblock/f68/lvv9gbd0b0fk6rg25y89llpn3c5y0maj/LOGO_EndPoint ().png",/partners/partner/21890930/,ru,2026-06-23T16:09:23+00:00
27494316,"Kuznetsov Systems",https://kuznetsovcrm.ru,89002610333,kuznetsov.systems@yandex.ru,https://www.1c-bitrix.ru/upload/iblock/128/hpacn0tmqsc7q6398gpth1x1q3yjb660/KS2.jpg,/partners/partner/27494316/,ru,2026-06-23T16:09:25+00:00
9596305,"Полубинский & Партнеры",https://polubinsky.ru/,"+7 (936) 313-01-36",info@polubinsky.ru,"https://www.1c-bitrix.ru/upload/iblock/7fc/7s01ipfyco99cmb8gcceh49rd9fwpz55/Logo 5.jpg",/partners/partner/9596305/,ru,2026-06-23T16:09:27+00:00
12780778,"Налоговый консультант",https://buh-nk.com/,83433825768,vvya@buh-nk.com,https://www.1c-bitrix.ru/upload/iblock/80f/logo_ZZRy1tvt.png,/partners/partner/12780778/,ru,2026-06-23T16:09:30+00:00
15785984,"Копылов Дмитрий",https://kopylovdv.ru,+79127210699,support@kopylovdv.ru,https://www.1c-bitrix.ru/upload/iblock/9d9/6gqaahhviz52xhbk47mnboizcq55tem8/1CDEV_logo_175x135.png,/partners/partner/15785984/,ru,2026-06-23T16:09:32+00:00
16954354,Бухгалтерия-Сервис,https://buh-piter.ru/,+78122453828,info@buh-piter.ru,"https://www.1c-bitrix.ru/upload/iblock/8fa/sacsk8dzut3q2ulw7qw719pbquxtbpyz/logo rgb png.png",/partners/partner/16954354/,ru,2026-06-23T16:09:35+00:00
27117846,DIAgency,https://diagency.tech,79994543538,astrakaname@gmail.com,https://www.1c-bitrix.ru/upload/iblock/c0f/6c7h2udt5xv1mtrvbq29mawrtsmctsxo/Лого_мелкий_red.png,/partners/partner/27117846/,ru,2026-06-23T16:09:37+00:00
8742065,PRYMERY,https://prymery.com,"+7 499 21 31 003",info@prymery.com,https://www.1c-bitrix.ru/upload/iblock/708/2f5/logo.png,/partners/partner/8742065/,ru,2026-06-23T16:09:39+00:00
14577914,ЛАИР,https://lair.bitrix24site.ru/,+79000471333,support@lair.company,"https://www.1c-bitrix.ru/upload/iblock/98c/cuin97823mge4yoq80bm43kgsx6j4er5/Логотип PNG.png",/partners/partner/14577914/,ru,2026-06-23T16:09:42+00:00
16911682,"Умный Гараж",https://umgar.ru,"+7 (3952) 35-36-80",cio@umgar.ru,https://www.1c-bitrix.ru/upload/iblock/dd1/yh2jr69n0c4r5lalhjojtixfbojn4hrn/2023-06-06_16-04-55.png,/partners/partner/16911682/,ru,2026-06-23T16:09:44+00:00
25075804,Result,https://crmresult.ru/,"+7 952 196-37-93",sm@crmresult.ru,"https://www.1c-bitrix.ru/upload/iblock/e7f/2pzazg74n3g2pp1plmzliol0n57xuba0/Frame 5 150 на 75.png",/partners/partner/25075804/,ru,2026-06-23T16:09:49+00:00
24709228,"Капитан Soft",https://kapitansoft.ru,+79151011932,kapitansoft@mail.ru,https://www.1c-bitrix.ru/upload/iblock/fb9/wtgzkfepj73m7hkzodx10b4k1vy6szzo/logo.png,/partners/partner/24709228/,ru,2026-06-23T16:09:51+00:00
972953,Softway,https://softway.ru,"(495) 987-10-50",info@softway.ru,https://www.1c-bitrix.ru/upload/iblock/74f/90tvw26we5zwjt8vvqdx0ug18tlvn8cg/sw_378x110_sign_type.png,/partners/partner/972953/,ru,2026-06-23T16:09:53+00:00
4286755,BUSSOL,https://bussolweb.ru/,"+7 (953) 271 62 24",bussolweb@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/fca/xd1q7zyj5gmpiutcxrdegvwt0vmbt0l9/буссол для битрикс24.png",/partners/partner/4286755/,ru,2026-06-23T16:09:56+00:00
14888340,"ИТ Решения",https://chaincrm.bitrix24.site/,+79244086955,churilov.evgeniy.86@gmail.com,https://www.1c-bitrix.ru/upload/iblock/88d/p1whb6tgp0ksd1l88z72rz108j0syb9p/LOGO-mini.png,/partners/partner/14888340/,ru,2026-06-23T16:09:58+00:00
15128592,Crontab,https://cron-tab.ru,"+7 985 113-28-28",hello@cron-tab.ru,https://www.1c-bitrix.ru/upload/iblock/847/iw3ypxcb1892rx114ldcm42r1dojhtp1/logo.svg.png,/partners/partner/15128592/,ru,2026-06-23T16:10:00+00:00
17788052,iNTEGRA,https://integra.bitrix24site.ru/,+79630586988,integra-iq@ya.ru,"https://www.1c-bitrix.ru/upload/iblock/7bf/z8q0lduiqhv0pseilh0h1w1fmui0xge4/интегра лого.png",/partners/partner/17788052/,ru,2026-06-23T16:10:02+00:00
22739398,Инокси,https://inoxi.ru,+79532848792,p.potenihin@yandex.ru,https://www.1c-bitrix.ru/upload/iblock/562/k8fgjpbcw89v818jdg4gj4fymp1g3ahx/logo_inoxi.png,/partners/partner/22739398/,ru,2026-06-23T16:10:05+00:00
4397171,"Sellmore Consulting",https://sellmore-consulting.ru,+78124256572,info@sellmore-agency.ru,"https://www.1c-bitrix.ru/upload/iblock/c2a/30d16ri26hdfwn5r3e2p42ayjom4cftl/Sell More logo small.png",/partners/partner/4397171/,ru,2026-06-23T16:10:07+00:00
6018561,"Realty Solutions",https://rlsl.ru/,"7 (499) 938-49-44",rs@rlsl.ru,"https://www.1c-bitrix.ru/upload/iblock/c4a/xm3514gy3airf0m7c1uz5sa8bdoau4ya/RS Logo small.png",/partners/partner/6018561/,ru,2026-06-23T16:10:09+00:00
16734916,Бизнес-Арифметика,https://bizari.ru/,+79217221907,poyarkov@bizari.ru,https://www.1c-bitrix.ru/upload/iblock/45f/yg20lh34jsy6r7azfo2ep0vakum1x0nu/logo.png,/partners/partner/16734916/,ru,2026-06-23T16:10:12+00:00
17488772,САБ,https://sab.expert/,89020613900,sab.expert2803@gmail.com,https://www.1c-bitrix.ru/upload/iblock/922/ew3fvlmmvoxs7bn5pz8qsffivx7zr0vz/sab-logo.png,/partners/partner/17488772/,ru,2026-06-23T16:10:14+00:00
6668909,Atille,https://atille.ru,+79969235544,s.melnik@atille.ru,https://www.1c-bitrix.ru/upload/iblock/5ad/3b2fz7wj1zt2uilowx1xlf00zf3sn023/snimok_ekrana_2024_06_27_v_02_00_22_1x.png,/partners/partner/6668909/,ru,2026-06-23T16:10:20+00:00
10378948,IT-GO,https://itgogolev.ru/,+79529274415,itgogolev@yandex.ru,"https://www.1c-bitrix.ru/upload/iblock/29a/bph33fs4pk08tsup9llcpwed9xxnhdug/Group 3 — копия.jpg",/partners/partner/10378948/,ru,2026-06-23T16:10:22+00:00
17221496,graphit,https://graphit.one,+79873330095,vladislav@graphit.one,"https://www.1c-bitrix.ru/upload/iblock/6ac/50uefqrwvu221z2s5asg98daktvrau28/graphit (1).png",/partners/partner/17221496/,ru,2026-06-23T16:10:25+00:00
123289,CREATIVE,https://creative.bz,"8 800 51 19 404",make@creative.bz,"https://www.1c-bitrix.ru/upload/iblock/a8a/uuo9ghowm3j7252z7shvttba3m0su6sq/logo-С-creative-1color_white on blue_small-135.png",/partners/partner/123289/,ru,2026-06-23T16:10:27+00:00
1287238,Импульс-Маркетинг,https://impulsit.ru,+78342318811,info@impulsit.ru,https://www.1c-bitrix.ru/upload/iblock/065/eme9hsja1g7zr5wykwrmq2qvny07c4ot/LOGO-IM(gor).jpg,/partners/partner/1287238/,ru,2026-06-23T16:10:30+00:00
13417566,"Истина в маркетинге",https://xn----7sbbaolraesujh2biqj.xn--p1ai/,+79674316996,info@istinavm.ru,"https://www.1c-bitrix.ru/upload/iblock/b29/v26pq9i87khy366g42ld109umveobndk/истинавмаркетинге4 — копия11 — копия.jpg",/partners/partner/13417566/,ru,2026-06-23T16:10:33+00:00
